,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Anthony Schwartz,CLE,4,70,17.5,0,22,0,0,,0,0
1,Jojo Natson,CLE,3,71,23.7,0,28,0,0,,0,0
2,M.J. Stewart,CLE,1,20,20.0,0,20,0,0,,0,0
5,Brandon Bolden,NWE,1,14,14.0,0,14,0,0,,0,0
6,J.J. Taylor,NWE,1,25,25.0,0,25,0,0,,0,0
