,Player,Position,Tm,OffNum,Off%,DefNum,Def%,STNum,ST%
0,Erik McCoy,C,NOR,52,100%,0,0%,1,4%
1,James Hurst,T,NOR,52,100%,0,0%,1,4%
2,Calvin Throckmorton,T,NOR,52,100%,0,0%,1,4%
3,Cesar Ruiz,G,NOR,52,100%,0,0%,1,4%
4,Ian Book,QB,NOR,50,96%,0,0%,0,0%
5,Caleb Benenoch,T,NOR,49,94%,0,0%,1,4%
6,Nick Vannett,TE,NOR,41,79%,0,0%,6,23%
7,Marquez Callaway,WR,NOR,41,79%,0,0%,0,0%
8,Alvin Kamara,RB,NOR,31,60%,0,0%,0,0%
9,Lil'Jordan Humphrey,WR,NOR,28,54%,0,0%,10,38%
10,Ty Montgomery,WR,NOR,24,46%,0,0%,17,65%
11,Mark Ingram,RB,NOR,24,46%,0,0%,0,0%
12,Kenny Stills,WR,NOR,17,33%,0,0%,0,0%
13,Tre'Quan Smith,WR,NOR,14,27%,0,0%,0,0%
14,Ethan Wolf,TE,NOR,12,23%,0,0%,6,23%
15,Adam Prentice,FB,NOR,11,21%,0,0%,19,73%
16,Will Clapp,C,NOR,11,21%,0,0%,1,4%
17,Easop Winston,WR,NOR,6,12%,0,0%,7,27%
18,Kyle Murphy,T,NOR,3,6%,0,0%,0,0%
19,Tony Jones,RB,NOR,2,4%,0,0%,16,62%
20,Pete Werner,LB,NOR,0,0%,65,100%,8,31%
21,Marcus Williams,FS,NOR,0,0%,65,100%,0,0%
22,Chauncey Gardner-Johnson,SS,NOR,0,0%,64,98%,11,42%
23,P.J. Williams,CB,NOR,0,0%,64,98%,1,4%
24,Marshon Lattimore,CB,NOR,0,0%,62,95%,0,0%
25,Zack Baun,LB,NOR,0,0%,61,94%,13,50%
26,Cameron Jordan,DE,NOR,0,0%,50,77%,6,23%
27,Paulson Adebo,CB,NOR,0,0%,47,72%,11,42%
28,Marcus Davenport,DE,NOR,0,0%,46,71%,6,23%
29,Shy Tuttle,DT,NOR,0,0%,44,68%,6,23%
30,David Onyemata,DT,NOR,0,0%,41,63%,6,23%
31,Albert Huggins,DT,NOR,0,0%,28,43%,0,0%
