,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaydon Mickens,JAX,1,23,23.0,0,23,1,4,4.0,0,4
3,Braxton Berrios,NYJ,3,138,46.0,1,102,1,12,12.0,0,12
4,Tevin Coleman,NYJ,3,90,30.0,0,34,0,0,,0,0
