,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Ray-Ray McCloud,PIT,3,61,20.3,0,29,1,20,20.0,0,20
3,Mecole Hardman,KAN,1,20,20.0,0,20,1,18,18.0,0,18
