,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Trevor Lawrence,JAX,26,39,280,16,40.0,371,9.5,209,8.0,5.4,71,2.7,2,5.7%,3,8.6%,1,8,3,3,7,16.3%,3,11.7
2,Zach Wilson,NYJ,14,22,102,7,30.4,101,4.6,51,3.6,2.3,51,3.6,2,9.5%,2,9.5%,1,8,3,1,5,19.2%,3,29.7
