,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Boswell,PIT,1,1,1,2,0,0,,0
1,Corliss Waitman,PIT,,,,,2,121,60.5,63
4,Elliott Fry,KAN,3,4,3,4,0,0,,0
5,Johnny Townsend,KAN,,,,,2,91,45.5,50
