,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jeff Wilson,SFO,14,45,3,38,2.7,7,0.5,1,14.0
1,Deebo Samuel,SFO,5,32,2,21,4.2,11,2.2,1,5.0
2,Jimmy Garoppolo,SFO,1,3,1,3,3.0,0,0.0,0,
3,Jamycal Hasty,SFO,1,3,0,3,3.0,0,0.0,0,
5,D'Onta Foreman,TEN,9,17,1,11,1.2,6,0.7,1,9.0
6,Jeremy McNichols,TEN,7,31,2,23,3.3,8,1.1,0,
7,Dontrell Hilliard,TEN,5,20,,18,3.6,2,0.4,0,
8,Ryan Tannehill,TEN,3,22,1,0,0.0,22,7.3,0,
