,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Tommylee Lewis,MIA,1,23,23.0,0,23,2,-1,-0.5,0,0
1,Jevon Holland,MIA,0,0,,0,0,1,10,10.0,0,10
4,Easop Winston,NOR,0,0,,0,0,3,27,9.0,0,17
5,Ty Montgomery,NOR,1,26,26.0,0,26,0,0,,0,0
