,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Justin Tucker,BAL,3,3,,,0,0,,0
1,Sam Koch,BAL,,,,,3,133,44.3,47
4,Evan McPherson,CIN,5,5,2,3,0,0,,0
