,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Melvin Gordon,DEN,7,-4,,-8,-1.1,4,0.6,0,
1,Javonte Williams,DEN,7,12,1,1,0.1,11,1.6,0,
2,Drew Lock,DEN,2,10,1,7,3.5,3,1.5,0,
4,Josh Jacobs,LVR,27,129,6,55,2.0,74,2.7,1,27.0
5,Derek Carr,LVR,7,5,2,4,0.6,1,0.1,0,
6,Peyton Barber,LVR,5,22,1,12,2.4,10,2.0,0,
7,Jalen Richard,LVR,1,4,1,2,2.0,2,2.0,0,
