,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Rashard Higgins,CLE,6,5,58,0,4,47,9.4,11,2.2,9.0,0,,1,16.7,0,106.9
1,Jarvis Landry,CLE,7,4,55,0,3,30,7.5,25,6.3,9.6,1,4.0,0,0.0,2,42.9
2,Nick Chubb,CLE,4,3,58,0,3,-6,-2.0,64,21.3,0.0,1,3.0,0,0.0,0,116.7
3,Austin Hooper,CLE,5,3,26,0,1,17,5.7,9,3.0,8.4,0,,0,0.0,0,73.7
4,Andy Janovich,CLE,2,2,6,0,1,4,2.0,2,1.0,2.0,0,,0,0.0,0,79.2
5,Harrison Bryant,CLE,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7
6,Anthony Schwartz,CLE,1,1,5,1,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,127.1
7,Donovan Peoples-Jones,CLE,6,1,5,0,1,5,5.0,0,0.0,22.7,0,,1,16.7,2,0.0
8,D'Ernest Johnson,CLE,2,1,8,0,0,5,5.0,3,3.0,0.5,0,,0,0.0,0,60.4
9,David Njoku,CLE,2,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
11,Davante Adams,GNB,13,10,114,2,7,69,6.9,45,4.5,7.3,1,10.0,1,7.7,0,142.3
12,Aaron Jones,GNB,6,5,21,0,1,-3,-0.6,24,4.8,-0.3,0,,0,0.0,0,81.2
13,AJ Dillon,GNB,3,3,15,0,0,-4,-1.3,19,6.3,-1.3,1,3.0,0,0.0,0,87.5
14,Allen Lazard,GNB,5,2,45,1,2,35,17.5,10,5.0,11.8,0,,0,0.0,0,112.5
15,Marcedes Lewis,GNB,3,2,2,0,,1,0.5,1,0.5,0.7,0,,0,0.0,0,70.1
16,Josiah Deguara,GNB,3,2,5,0,,-4,-2.0,9,4.5,3.3,0,,0,0.0,0,70.1
17,Juwann Winfree,GNB,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
