,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Saquon Barkley,NYG,15,32,1,9,0.6,23,1.5,1,15.0
1,Devontae Booker,NYG,6,27,2,9,1.5,18,3.0,0,
2,Jake Fromm,NYG,3,12,1,10,3.3,2,0.7,0,
3,Mike Glennon,NYG,2,11,0,11,5.5,0,0.0,0,
4,Elijhaa Penny,NYG,1,2,0,1,1.0,1,1.0,0,
6,Boston Scott,PHI,12,41,2,29,2.4,12,1.0,0,
7,Jordan Howard,PHI,9,37,1,19,2.1,18,2.0,0,
8,Miles Sanders,PHI,7,45,3,34,4.9,11,1.6,0,
9,Jalen Hurts,PHI,2,7,0,7,3.5,0,0.0,0,
