,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,James Proche,BAL,2,22,11.0,0,22,0,0,,0,0
1,Tylan Wallace,BAL,2,39,19.5,0,24,0,0,,0,0
4,Trent Taylor,CIN,3,45,15.0,0,25,2,16,8.0,0,10
