,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Devonta Freeman,BAL,6,17,2,10,1.7,7,1.2,0,
1,Josh Johnson,BAL,5,10,0,4,0.8,6,1.2,0,
2,Latavius Murray,BAL,5,12,0,7,1.4,5,1.0,0,
4,Joe Mixon,CIN,18,65,3,36,2.0,29,1.6,0,
5,Joe Burrow,CIN,2,11,1,11,5.5,0,0.0,0,
6,Chris Evans,CIN,1,1,,1,1.0,0,0.0,0,
