,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,David Montgomery,CHI,21,45,6,16,0.8,29,1.4,1,21.0
1,Nick Foles,CHI,4,8,1,8,2.0,0,0.0,0,
2,Khalil Herbert,CHI,2,21,1,21,10.5,0,0.0,0,
3,Darnell Mooney,CHI,2,2,0,2,1.0,0,0.0,0,
4,Damien Williams,CHI,1,12,1,8,8.0,4,4.0,1,1.0
6,Rashaad Penny,SEA,17,135,4,70,4.1,65,3.8,5,3.4
7,DeeJay Dallas,SEA,4,15,1,10,2.5,5,1.3,1,4.0
8,Russell Wilson,SEA,2,13,1,13,6.5,0,0.0,0,
9,D'Wayne Eskridge,SEA,1,7,0,6,6.0,1,1.0,0,
