,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Riley Patterson,DET,1,1,3,3,0,0,,0
1,Jack Fox,DET,,,,,2,109,54.5,57
4,Younghoe Koo,ATL,2,2,2,2,0,0,,0
5,Thomas Morstead,ATL,,,,,2,115,57.5,61
