,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Duke Johnson,MIA,13,39,1,18,1.4,21,1.6,1,13.0
1,Phillip Lindsay,MIA,13,36,1,21,1.6,15,1.2,0,
2,Myles Gaskin,MIA,3,10,,7,2.3,3,1.0,0,
3,Tua Tagovailoa,MIA,1,1,0,1,1.0,0,0.0,0,
5,Alvin Kamara,NOR,13,52,2,43,3.3,9,0.7,0,
6,Mark Ingram,NOR,4,17,,10,2.5,7,1.8,1,4.0
7,Ian Book,NOR,3,6,1,4,1.3,2,0.7,0,
8,Tony Jones,NOR,2,6,,4,2.0,2,1.0,0,
9,Adam Prentice,NOR,1,2,,1,1.0,1,1.0,0,
