,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Nyheim Hines,IND,1,16,16.0,0,16,0,0,,0,0
3,Byron Murphy,ARI,0,0,,0,0,1,48,48.0,0,48
4,Greg Dortch,ARI,3,65,21.7,0,31,0,0,,0,0
5,Jonathan Ward,ARI,1,16,16.0,0,16,0,0,,0,0
