,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tyler Bass,BUF,3,3,2,2,0,0,,0
3,Nick Folk,NWE,3,3,,,0,0,,0
4,Jake Bailey,NWE,,,,,3,158,52.7,63
