,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Dazz Newsome,CHI,0,0,,0,0,2,28,14.0,0,28
1,Khalil Herbert,CHI,5,94,18.8,0,30,0,0,,0,0
4,Freddie Swain,SEA,0,0,,0,0,1,15,15.0,0,15
5,DeeJay Dallas,SEA,3,79,26.3,0,40,0,0,,0,0
6,Colby Parkinson,SEA,1,13,13.0,0,13,0,0,,0,0
