,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Diontae Spencer,DEN,1,18,18.0,0,18,0,0,,0,0
3,Hunter Renfrow,LVR,0,0,,0,0,1,6,6.0,0,6
4,Jalen Richard,LVR,1,23,23.0,0,23,0,0,,0,0
