,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Pharoh Cooper,NYG,2,38,19.0,0,21,2,16,8.0,0,13
3,Jalen Reagor,PHI,0,0,,0,0,4,50,12.5,0,39
4,Kenneth Gainwell,PHI,2,30,15.0,0,20,0,0,,0,0
