,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,3,3,3,3,0,0,,0
1,Johnny Hekker,LAR,,,,,2,108,54.0,55
4,Greg Joseph,MIN,2,2,3,3,0,0,,0
5,Jordan Berry,MIN,,,,,5,226,45.2,63
