,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Dustin Hopkins,LAC,,,3,3,0,0,,0
3,Dominik Eberle,HOU,5,5,2,3,0,0,,0
4,Cameron Johnston,HOU,,,,,1,53,53.0,53
