,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Logan Cooke,JAX,,,,,1,59,59.0,59
1,Matthew Wright,JAX,,,3,3,0,0,,0
4,Eddy Pineiro,NYJ,2,3,2,2,0,0,,0
5,Braden Mann,NYJ,,,,,1,55,55.0,55
