,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Graham Gano,NYG,1,1,1,1,0,0,,0
1,Riley Dixon,NYG,,,,,8,294,36.8,48
4,Jake Elliott,PHI,4,4,2,3,0,0,,0
5,Arryn Siposs,PHI,,,,,4,170,42.5,51
