,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Michael Badgley,IND,2,2,2,3,0,0,,0
1,Rigoberto Sanchez,IND,,,,,3,115,38.3,44
4,Matt Prater,ARI,1,2,1,3,0,0,,0
5,Ryan Winslow,ARI,,,,,1,39,39.0,39
