,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Josh Allen,BUF,30,47,314,3,0,0,0,28,104.4,12,64,0,25,0,0,0,0,0,0,0
1,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,12,39,1,7,6,5,39,0,12,0,0
2,Zack Moss,BUF,0,0,0,0,0,0,0,0,,3,12,0,6,1,1,13,0,13,0,0
3,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,13,7,85,1,23,0,0
4,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,20,0,11,0,0
5,Jake Kumerow,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,13,0,13,0,0
6,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,11,1,9,0,0
7,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
8,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,1,-1,0,-1,12,11,125,1,28,0,0
11,Mac Jones,NWE,14,32,145,0,2,1,6,21,31.4,6,33,0,11,0,0,0,0,0,1,0
12,Damien Harris,NWE,0,0,0,0,0,0,0,0,,18,103,3,31,1,0,0,0,0,0,0
13,Gunner Olszewski,NWE,0,0,0,0,0,0,0,0,,1,9,0,9,0,0,0,0,0,0,0
14,Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,2,4,0,3,5,2,20,0,14,0,0
15,Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,59,0,21,0,0
16,Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,33,0,20,0,0
17,N'Keal Harry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,15,0,10,0,0
18,Jakob Johnson,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
19,Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,9,0,9,0,0
