,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ryan Succop,TAM,2,2,4,4,0,0,,0
1,Sterling Hofrichter,TAM,,,,,3,123,41.0,45
4,Lac Edwards,CAR,,,,,5,253,50.6,60
5,Lirim Hajrullahu,CAR,,,2,2,0,0,,0
