,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Brandon Aiyuk,SFO,0,0,,0,0,1,12,12.0,0,12
3,Chester Rogers,TEN,2,57,28.5,0,37,0,0,,0,0
