,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kenjon Barner,TAM,0,0,,0,0,5,44,8.8,0,20
3,Alex Erickson,CAR,0,0,,0,0,2,22,11.0,0,16
4,Ameer Abdullah,CAR,3,76,25.3,0,26,0,0,,0,0
