,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Mike Glennon,NYG,17,27,93,6,22.2,148,5.5,61,3.6,2.3,32,1.9,1,4.0%,2,8.0%,0,1,2,1,3,10.3%,2,5.5
1,Jake Fromm,NYG,6,17,25,2,10.5,101,5.9,5,0.8,0.3,20,3.3,1,6.3%,7,43.8%,2,4,3,3,8,36.4%,3,4.0
3,Jalen Hurts,PHI,17,29,199,9,30.0,226,7.8,146,8.6,5.0,53,3.1,3,10.7%,2,7.1%,1,8,5,4,10,33.3%,0,
