,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Marquez Stevenson,BUF,2,49,24.5,0,31,3,34,11.3,0,15
3,Gunner Olszewski,NWE,2,19,9.5,0,17,0,0,,0,0
