,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Sanders,MIA,2,2,2,3,0,0,,0
1,Michael Palardy,MIA,,,,,6,255,42.5,47
4,Blake Gillikin,NOR,,,,,7,316,45.1,54
5,Brett Maher,NOR,,,1,1,0,0,,0
