,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Robbie Gould,SFO,2,2,1,1,0,0,,0
1,Mitch Wishnowsky,SFO,,,,,2,70,35.0,40
4,Randy Bullock,TEN,2,2,2,2,0,0,,0
5,Brett Kern,TEN,,,,,5,230,46.0,59
