,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kalif Raymond,DET,0,0,,0,0,1,19,19.0,0,19
1,Godwin Igwebuike,DET,1,25,25.0,0,25,0,0,,0,0
4,Avery Williams,ATL,0,0,,0,0,1,13,13.0,0,13
5,Cordarrelle Patterson,ATL,3,79,26.3,0,32,0,0,,0,0
