,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matthew Wright,JAX,1,1,1,1,0,0,,0
1,JK Scott,JAX,,,,,4,159,39.8,47
4,Nick Folk,NWE,5,6,1,1,0,0,,0
5,Jake Bailey,NWE,,,,,1,40,40.0,40
