,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Gay,LAR,2,2,,1,0,0,,0
1,Johnny Hekker,LAR,,,,,2,92,46.0,53
4,Justin Tucker,BAL,1,1,4,4,0,0,,0
5,Sam Koch,BAL,,,,,3,139,46.3,61
