,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Hunter Renfrow,LVR,0,0,,0,0,3,64,21.3,0,41
1,Tyron Johnson,LVR,2,43,21.5,0,34,0,0,,0,0
4,Isaiah Rodgers,IND,1,20,20.0,0,20,0,0,,0,0
