,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Christian Kirk,ARI,0,0,,0,0,1,-5,-5.0,0,-5
3,CeeDee Lamb,DAL,0,0,,0,0,2,15,7.5,0,17
4,Corey Clement,DAL,3,58,19.3,0,20,0,0,,0,0
