,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Ryan Succop,TAM,2,2,2,2,0,0,,0
1,Sterling Hofrichter,TAM,,,,,3,104,34.7,39
4,Eddy Pineiro,NYJ,3,3,1,1,0,0,,0
5,Braden Mann,NYJ,,,,,4,154,38.5,46
