,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Devontae Booker,NYG,3,2,0,0,0,-11,-5.5,11,5.5,-0.3,0,,0,0.0,0,70.1
1,Evan Engram,NYG,2,1,12,0,1,-1,-1.0,13,13.0,1.5,0,,1,50.0,0,68.7
2,David Sills,NYG,1,1,12,0,1,12,12.0,0,0.0,12.0,0,,0,0.0,0,116.7
3,Saquon Barkley,NYG,1,0,0,0,0,0,,0,,-6.0,0,,0,0.0,0,39.6
4,Pharoh Cooper,NYG,2,0,0,0,,0,,0,,7.5,0,,0,0.0,1,0.0
5,Kenny Golladay,NYG,1,0,0,0,,0,,0,,10.0,0,,0,0.0,1,0.0
6,Kyle Rudolph,NYG,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
8,Darnell Mooney,CHI,13,7,69,1,4,35,5.0,34,4.9,10.7,0,,1,7.7,0,94.7
9,Allen Robinson,CHI,6,4,35,0,3,20,5.0,15,3.8,7.7,0,,0,0.0,1,42.4
10,Cole Kmet,CHI,5,3,25,0,1,5,1.7,20,6.7,3.2,0,,0,0.0,1,33.3
11,David Montgomery,CHI,2,2,17,0,1,6,3.0,11,5.5,3.0,0,,0,0.0,0,102.1
12,Damiere Byrd,CHI,2,1,23,0,1,17,17.0,6,6.0,7.5,0,,0,0.0,0,91.7
13,Jesse James,CHI,1,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,83.3
14,Marquise Goodwin,CHI,2,0,0,0,,0,,0,,6.5,0,,0,0.0,0,39.6
15,Jimmy Graham,CHI,1,0,0,0,,0,,0,,25.0,0,,0,0.0,0,39.6
16,Damien Williams,CHI,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
