,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Sean Mannion,MIN,22,36,189,8,21.1,226,6.3,95,4.3,2.6,94,4.3,1,2.9%,7,20.6%,2,6,5,2,9,23.1%,1,11.0
1,Kellen Mond,MIN,2,3,5,,,0,0.0,-4,-2.0,-1.3,9,4.5,0,0.0%,1,33.3%,0,2,0,1,1,33.3%,0,
3,Aaron Rodgers,GNB,29,38,288,15,39.5,234,6.2,164,5.7,4.3,124,4.3,2,5.4%,5,13.5%,0,13,6,3,9,22.5%,2,4.0
4,Jordan Love,GNB,2,4,19,2,50.0,24,6.0,0,0.0,0.0,19,9.5,0,0.0%,2,50.0%,0,1,0,0,0,0.0%,1,10.0
