,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Desmond King,HOU,0,0,,0,0,2,23,11.5,0,15
1,Tremon Smith,HOU,5,98,19.6,0,26,0,0,,0,0
4,Brandon Aiyuk,SFO,0,0,,0,0,3,22,7.3,0,18
5,Travis Benjamin,SFO,0,0,,0,0,1,11,11.0,0,11
6,Jamycal Hasty,SFO,2,35,17.5,0,28,0,0,,0,0
