,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Chuba Hubbard,CAR,17,55,4,35,2.1,20,1.2,2,8.5
1,Ameer Abdullah,CAR,6,21,2,20,3.3,1,0.2,0,
2,Sam Darnold,CAR,2,7,1,6,3.0,1,0.5,0,
3,Cam Newton,CAR,1,5,,2,2.0,3,3.0,1,1.0
5,Alvin Kamara,NOR,13,32,1,22,1.7,10,0.8,1,13.0
6,Taysom Hill,NOR,12,45,2,41,3.4,4,0.3,0,
7,Tony Jones,NOR,1,-2,,-2,-2.0,0,0.0,0,
8,Ty Montgomery,NOR,1,-4,,-4,-4.0,0,0.0,0,
9,Adam Prentice,NOR,1,2,1,2,2.0,0,0.0,0,
