,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chase McLaughlin,CLE,2,2,,,0,0,,0
1,Dustin Colquitt,CLE,,,,,8,342,42.8,55
4,Chris Boswell,PIT,2,2,4,4,0,0,,0
5,Corliss Waitman,PIT,,,,,5,244,48.8,53
