,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Saquon Barkley,NYG,21,102,4,63,3.0,39,1.9,0,
1,Devontae Booker,NYG,18,46,4,28,1.6,18,1.0,0,
2,Mike Glennon,NYG,1,13,1,13,13.0,0,0.0,0,
4,David Montgomery,CHI,22,64,5,39,1.8,25,1.1,1,22.0
5,Andy Dalton,CHI,3,14,0,10,3.3,4,1.3,0,
6,Khalil Herbert,CHI,2,9,1,4,2.0,5,2.5,0,
