,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Riley Patterson,DET,3,3,,1,0,0,,0
1,Jack Fox,DET,,,,,3,132,44.0,57
4,Jason Myers,SEA,6,6,3,3,0,0,,0
5,Michael Dickson,SEA,,,,,1,45,45.0,45
