,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Mike Glennon,NYG,4,11,24,2,13.3,47,4.3,0,0.0,0.0,24,6.0,1,9.1%,3,27.3%,4,4,0,2,6,37.5%,1,13.0
2,Andy Dalton,CHI,18,35,173,10,27.0,266,7.6,86,4.8,2.5,87,4.8,1,3.1%,6,18.8%,2,9,3,3,8,20.0%,3,4.7
3,David Montgomery,CHI,0,1,0,0,0.0,9,9.0,0,,0.0,0,,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,
