,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Lirim Hajrullahu,CAR,1,1,1,2,0,0,,0
1,Lac Edwards,CAR,,,,,5,235,47.0,62
4,Brett Maher,NOR,,1,4,4,0,0,,0
5,Blake Gillikin,NOR,,,,,5,215,43.0,63
