,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Godwin Igwebuike,DET,2,74,37.0,0,47,0,0,,0,0
3,Freddie Swain,SEA,0,0,,0,0,2,5,2.5,0,3
4,DeeJay Dallas,SEA,2,48,24.0,0,27,0,0,,0,0
