,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Sam Darnold,CAR,17,26,132,0,1,7,42,21,61.7,2,7,0,6,0,0,0,0,0,1,1
1,Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,17,55,1,21,4,3,13,0,17,0,0
2,Ameer Abdullah,CAR,0,0,0,0,0,0,0,0,,6,21,0,15,4,4,31,0,17,0,0
3,Cam Newton,CAR,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0
4,Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,33,0,21,0,0
5,D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,29,0,20,0,0
6,Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,8,0,0
7,Robby Anderson,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,10,0,7,0,0
8,Shi Smith,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Taysom Hill,NOR,17,28,222,1,0,2,15,30,97.6,12,45,0,14,0,0,0,0,0,0,0
12,Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,13,32,0,30,6,5,68,1,29,0,0
13,Adam Prentice,NOR,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,4,0,4,0,0
14,Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,97,0,30,0,0
15,Lil'Jordan Humphrey,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,18,0,0
16,Deonte Harris,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,23,0,14,0,0
17,Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0
18,Tony Jones,NOR,0,0,0,0,0,0,0,0,,1,-2,0,-2,0,0,0,0,0,0,0
19,Ty Montgomery,NOR,0,0,0,0,0,0,0,0,,1,-4,0,-4,0,0,0,0,0,0,0
