,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Nick Chubb,CLE,12,58,3,35,2.9,23,1.9,0,
1,D'Ernest Johnson,CLE,5,13,,5,1.0,8,1.6,1,5.0
2,Baker Mayfield,CLE,2,16,2,16,8.0,0,0.0,0,
3,Jarvis Landry,CLE,1,6,0,5,5.0,1,1.0,0,
5,Najee Harris,PIT,28,188,7,61,2.2,127,4.5,8,3.5
6,Ben Roethlisberger,PIT,1,-1,0,-1,-1.0,0,0.0,0,
7,Benny Snell Jr.,PIT,1,2,,1,1.0,1,1.0,0,
8,Derek Watt,PIT,1,1,1,0,0.0,1,1.0,0,
