,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jalen Reagor,PHI,0,0,,0,0,1,7,7.0,0,7
1,Kenneth Gainwell,PHI,2,21,10.5,0,21,0,0,,0,0
4,DeAndre Carter,WAS,2,57,28.5,0,34,0,0,,0,0
