,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Daniel Carlson,LVR,2,2,3,3,0,0,,0
1,AJ Cole III,LVR,,,,,2,104,52.0,60
4,Michael Badgley,IND,2,2,2,2,0,0,,0
5,Rigoberto Sanchez,IND,,,,,5,223,44.6,55
