,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Riley Dixon,NYG,,,,,4,156,39.0,46
1,Graham Gano,NYG,,,1,1,0,0,,0
4,Cairo Santos,CHI,3,3,2,2,0,0,,0
5,Pat O'Donnell,CHI,,,,,5,227,45.4,56
