,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Patrick Mahomes,KAN,26,35,259,2,0,0,0,53,113.9,2,25,0,17,0,0,0,0,0,0,0
1,Darrel Williams,KAN,0,0,0,0,0,0,0,0,,14,88,2,19,3,3,19,0,11,0,0
2,Derrick Gore,KAN,0,0,0,0,0,0,0,0,,3,37,0,23,1,1,8,0,8,0,0
3,Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,10,6,40,0,17,0,0
4,Blake Bell,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,3,3,35,0,24,0,0
5,Michael Burton,KAN,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0
6,Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,53,0,53,0,0
7,Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,35,0,27,0,0
8,Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,33,1,29,0,0
9,Noah Gray,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
10,Josh Gordon,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0
11,Marcus Kemp,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
12,Travis Kelce,KAN,0,0,0,0,0,0,0,0,,1,-1,0,-1,7,5,25,1,8,0,0
15,Joe Burrow,CIN,30,39,446,4,0,4,31,72,148.0,5,10,0,4,0,0,0,0,0,0,0
16,Brandon Allen,CIN,0,1,0,0,0,0,0,0,39.6,1,0,0,0,0,0,0,0,0,0,0
17,Joe Mixon,CIN,0,0,0,0,0,0,0,0,,12,46,0,13,8,7,40,0,15,0,0
18,Samaje Perine,CIN,0,0,0,0,0,0,0,0,,1,4,0,4,1,1,10,0,10,0,0
19,Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,12,11,266,3,72,0,0
20,Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,62,0,39,0,0
21,Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,36,1,17,0,0
22,C.J. Uzomah,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,32,0,11,0,0
