,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jake Elliott,PHI,2,2,2,2,0,0,,0
1,Arryn Siposs,PHI,,,,,2,74,37.0,39
4,Joey Slye,WAS,1,1,3,3,0,0,,0
5,Ryan Winslow,WAS,,,,,2,84,42.0,46
