,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Drew Lock,DEN,18,25,245,11,42.3,213,8.5,135,7.5,5.4,110,6.1,1,4.0%,5,20.0%,1,5,1,1,3,10.7%,2,4.0
1,Brett Rypien,DEN,0,2,0,,,11,5.5,0,,0.0,0,,0,0.0%,1,100.0%,0,1,0,0,0,0.0%,0,
2,Kendall Hinton,DEN,1,1,1,0,0.0,-5,-5.0,-5,-5.0,-5.0,6,6.0,0,0.0%,0,0.0%,0,0,0,1,1,100.0%,0,
4,Justin Herbert,LAC,22,31,237,13,41.9,187,6.0,100,4.5,3.2,137,6.2,2,6.7%,3,10.0%,0,8,3,3,6,18.8%,1,2.0
