,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Harrison Butker,KAN,4,4,1,1,0,0,,0
1,Tommy Townsend,KAN,,,,,3,108,36.0,42
4,Evan McPherson,CIN,4,4,2,2,0,0,,0
5,Kevin Huber,CIN,,,,,3,118,39.3,51
