,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Kenjon Barner,TAM,0,0,,0,0,1,3,3.0,0,3
1,Cyril Grayson,TAM,1,7,7.0,0,7,0,0,,0,0
4,Keelan Cole,NYJ,3,64,21.3,0,26,0,0,,0,0
5,Braxton Berrios,NYJ,2,55,27.5,0,28,0,0,,0,0
