,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Cordarrelle Patterson,ATL,9,28,2,20,2.2,8,0.9,0,
1,Mike Davis,ATL,8,42,3,21,2.6,21,2.6,0,
2,Qadree Ollison,ATL,3,19,2,10,3.3,9,3.0,0,
3,Matt Ryan,ATL,2,7,0,7,3.5,0,0.0,0,
5,Devin Singletary,BUF,23,110,7,33,1.4,77,3.3,4,5.8
6,Josh Allen,BUF,15,81,8,36,2.4,45,3.0,4,3.8
7,Zack Moss,BUF,5,39,4,21,4.2,18,3.6,1,5.0
8,Isaiah McKenzie,BUF,1,3,,2,2.0,1,1.0,0,
