,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Trevor Lawrence,JAX,17,27,193,8,27.6,194,7.2,113,6.6,4.2,80,4.7,0,0.0%,4,14.8%,2,4,1,1,4,12.9%,2,8.0
2,Mac Jones,NWE,22,30,227,13,43.3,237,7.9,127,5.8,4.2,100,4.5,2,6.9%,2,6.9%,0,15,2,0,2,6.5%,1,10.0
3,Brian Hoyer,NWE,3,4,63,2,50.0,11,2.8,6,2.0,1.5,57,19.0,0,0.0%,0,0.0%,0,1,0,0,0,0.0%,0,
