,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Trevor Lawrence,JAX,17,27,193,1,3,2,20,40,57.1,2,16,0,15,0,0,0,0,0,0,0
1,Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,9,36,0,5,2,2,32,1,28,0,0
2,Ryquell Armstead,JAX,0,0,0,0,0,0,0,0,,6,28,0,9,2,1,6,0,6,0,0
3,Laquon Treadwell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,87,0,40,0,0
4,Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,46,0,24,0,0
5,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,13,0,11,0,0
6,Luke Farrell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0
7,Tavon Austin,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,2,0,4,0,0
8,Chris Manhertz,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Mac Jones,NWE,22,30,227,3,0,0,0,20,128.1,2,12,0,10,0,0,0,0,0,0,0
12,Brian Hoyer,NWE,3,4,63,0,0,0,0,46,116.7,2,1,0,2,0,0,0,0,0,0,0
13,Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,19,107,2,15,0,0,0,0,0,0,0
14,Damien Harris,NWE,0,0,0,0,0,0,0,0,,9,35,2,7,1,1,12,0,12,0,0
15,Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,2,17,0,9,6,5,76,0,46,0,0
16,Jonnu Smith,NWE,0,0,0,0,0,0,0,0,,1,5,0,5,1,1,20,0,20,0,0
17,Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,1,4,0,4,3,2,21,0,13,0,0
18,Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,73,1,17,0,0
19,Kristian Wilkerson,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,42,2,20,0,0
20,Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,37,0,17,0,0
21,Gunner Olszewski,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,1,0
